SiteCode,Exclude,Exclude_reason,CABLE_PFT,Description,TowerStatus,Country,Fullname,SiteLatitude,SiteLongitude,SiteElevation,IGBP_vegetation_short,IGBP_vegetation_long,TowerHeight,CanopyHeight,Tier
US-ICh,NA,NA,5,"The Imnavait Creek Watershed Heath Tundra (Ridge Station) is located near Imnavait Creek in Alaska, north of the Brooks Range in the Kuparuk basin near Lake Toolik and the Toolik Field Station. The Kuparuk River has its headwaters in the Brooks Range and drains through northern Alaska into the Arctic Ocean. Within these headwaters lies the Imnavait basin at an average elevation of 930 m. Water tracks run down the hill in parallel zones with a spacing of approximately 10 m. The Ridge Station was deployed at the end of Summer 2007.","Active, core measurements presently being made","Alaska, United States",Imnavait Creek Watershed Heath Tundra,68.607,-149.296,NA,OSH,Open Shrublands,NA,NA,NA
US-ICs,NA,NA,5,"The Imnavait Creek Watershed Wet Sedge Tundra (Fen Station) is located near Imnavait Creek in Alaska, north of the Brooks Range in the Kuparuk basin near Lake Toolik and the Toolik Field Station. The Kuparuk River has its headwaters in the Brooks Range and drains through northern Alaska into the Arctic Ocean. Within these headwaters lies the Imnavait basin at an average elevation of 930 m. Water tracks run down the hill in parallel zones with a spacing of approximately 10 m. The Fen Station was deployed at the end of Summer 2007.","Active, core measurements presently being made","Alaska, United States",Imnavait Creek Watershed Wet Sedge Tundra,68.606,-149.311,NA,OSH,Open Shrublands,NA,NA,NA
US-ICt,NA,NA,5,"The Imnavait Creek Watershed Tussock Tundra (Biocomplexity Station) is located near Imnavait Creek in Alaska, north of the Brooks Range in the Kuparuk basin near Lake Toolik and the Toolik Field Station. The Kuparuk River has its headwaters in the Brooks Range and drains through northern Alaska into the Arctic Ocean. Within these headwaters lies the Imnavait basin at an average elevation of 930 m. Water tracks run down the hill in parallel zones with a spacing of approximately 10 m. The Biocomplexity Station was deployed in 2004, and it has been in operation during the melt seasons ever since.","Active, core measurements presently being made","Alaska, United States",Imnavait Creek Watershed Tussock Tundra,68.606,-149.304,NA,OSH,Open Shrublands,NA,NA,NA
US-Ivo,NA,NA,NA,"Ivotuk is currently Inactive, core measurements no longer being made.  This site began collecting data in 2003 and is located in United States.","Inactive, core measurements no longer being made",United States,Ivotuk,68.4865,-155.7503,568,WET,Permanent Wetlands,NA,NA,NA
US-Jas,NA,NA,NA,Grassland/forest,"Active, core measurements presently being made","California, United States",Jasper Ridge,37.40213,-122.22103,181,WSA,Woody Savannas,NA,NA,NA
US-Jss,NA,NA,NA,"The J-17 research site is part of an aquifer-wide study to refine the recharge source measurements in karst landscapes in Central Texas.  The Headquarter Flat Sinkhole Research station is located on the ""J-17"" City of Austin Water-Quality Protection Land.  The sinkhole is 36 acres in size and is a typical internal drainage basin in that no surface drainages contribute to nearby creeks.","Inactive, core measurements no longer being made","Texas, United States",J-17 Savanna Site,30.17551,-97.8778,245,SAV,Savannas,NA,NA,NA
US-KCM,NA,NA,NA,"Initialized in April of 2007, the KCMP Tall Tower is one of the tallest towers in the AmeriFlux network, mounted on the 240 m high Minnesota Public Radio, 89.3FM ""The Current"", radio tower. Traditional eddy covariance measurements are integrated with isotopic mixing ratios of carbon dioxide with the stable carbon isotopes, 12C and 13C. In brief, the goal is to broaden our understanding of carbon fluxes by the coupling of land-atmosphere carbon isotopic exchange measurements. Great appreciation is given to Minnesota Public Radio, KCMP 89.3FM, for the use of their tower.","Active, core measurements presently being made","Minnesota, United States",KCMP Tall Tower,44.68861,-93.07278,291,CRO,Croplands,NA,NA,NA
US-KFB,NA,NA,NA,No Description Available,"Active, core measurements presently being made",United States,Konza Prairie LTER (4B),39.0745,-96.5951,NA,GRA,Grasslands,NA,NA,NA
US-KFS,NA,NA,NA,"The site  is an abandoned grassland at the Kansas Field Station and Ecological Reserves. The site is located within the tallgrass prairie-deciduous fores ecotonal area. The site was subjected to intensive agriculture from the 1940s through the late 1960s. In the mid-1970s, the site was planted with the cool-season grass Bromus inermis and used as a hay meadow unttil 1987. Then, mowing and burning approximately every five years maintained it as a grassland until 2007, when the eddy flux tower was installed.","Active, core measurements presently being made","Kansas, United States",Kansas Field Station,39.0561,-95.1907,NA,NA,Cropland/Natural Vegetation Mosaic,NA,NA,NA
US-KL1,NA,NA,NA,No Description Available,"Active, core measurements presently being made",United States,KBS Lux Arbor Reserve Corn,42.4847,-85.4422,NA,CRO,Cropland,NA,NA,NA
US-KL2,NA,NA,NA,No Description Available,"Active, core measurements presently being made",United States,KBS Lux Arbor Reserve Switchgrass,42.4767,-85.4467,NA,GRA,Grasslands,NA,NA,NA
US-KL3,NA,NA,NA,No Description Available,"Active, core measurements presently being made",United States,KBS Lux Arbor Reserve Prairie,42.4736,-85.4474,NA,GRA,Grasslands,NA,NA,NA
US-KLS,NA,NA,NA,No Description Available,"Active, core measurements presently being made",United States,Kansas Land Institute,38.7745,-97.5684,NA,GRA,Grasslands,NA,NA,NA
US-KM1,NA,NA,NA,No Description Available,"Active, core measurements presently being made",United States,KBS Marshall Farms Corn,42.4376,-85.3288,NA,CRO,Cropland,NA,NA,NA
US-KM2,NA,NA,NA,No Description Available,"Active, core measurements presently being made",United States,KBS Marshall Farms Prairie,42.444,-85.3104,NA,GRA,Grasslands,NA,NA,NA
US-KM3,NA,NA,NA,No Description Available,"Active, core measurements presently being made",United States,KBS Marshall Farms Switchgrass,42.444,-85.3098,NA,GRA,Grasslands,NA,NA,NA
US-KM4,NA,NA,NA,No Description Available,"Active, core measurements presently being made",United States,KBS Marshall Farms Smooth Brome Grass (Ref),42.4423,-85.3301,NA,GRA,Grasslands,NA,NA,NA
US-Kon,NA,NA,NA,Burned on an annual basis. Bison reintroduced in 1987. Experimental cattle herds in 1992.,"Active, core measurements presently being made","Kansas, United States",Konza Prairie,39.08239,-96.56028,430,GRA,Grasslands,NA,NA,NA
US-KS1,NA,NA,1,"The Kennedy Space Center Slash Pine Flatwoods site is located in the Merritt Island National Wildlife Refuge at the Kennedy Space Center (KSC) on the east coast of central Florida. Occupying 310 ha of local forest, the slash pine flatwoods ecosystem is managed as an uneven-aged stand with a sparsely populated overstory and a dense oak-dominated understory. Disturbances tend to occur on a 7 to 10 year cycle, mostly related to Hurricane activity. Prescribed fires have been conducted since 1969 to control understory fuel. The most recent burn was conducted in February of 1995. Following the burn, the stand was allowed to naturally regenerate into a open canopy of slash pines, less than 15% of canopy coverage, with a understory mostly composed of saw palmetto scrub. A severe drought gripped most of Florida beginning in 1998 until the later half of 2001 resulting in four years of relatively low annual precipitation totals. Exceptionally high annual rainfall amounts in 2004 and 2005 were the result of a pair of hurricanes that hit the area in September of 2004 and October of 2005. (Bracho et al., 2008, Powell et al., 2006, Dijkstra et al., 2002, Level 1 FTP Directory Documentation)","Inactive, core measurements no longer being made","Florida, United States",Kennedy Space Center (slash pine),28.4583,-80.6709,1,ENF,Evergreen Needleleaf Forests,NA,NA,NA
US-KS2,FALSE,NA,5,"The site is located within NASA's Kennedy Space Center, on Merritt Island National Wildlife Refuge, a barrier island on the east coast of central Florida.  The wildlife refuge is fire managed by the U.S. Fish and Wildlife Service and the site was burnt in 1996. The site is subjected to prescribed burns every 10-15 years.  Subtropical, warm and humid.  High year to year variability in rainfall.  Distribution of the rainfall is bimodal, with a wet season occurring from May to October and the rest of the year being relatively dry.  Scrub-oak palmetto","Inactive, core measurements no longer being made","Florida, United States",Kennedy Space Center (scrub oak),28.60857739,-80.67153396,3,CSH,Closed Shrublands,NA,NA,1
US-KUO,NA,NA,NA,"The KUOM tower is located on a 1.5 ha turf-grass field in a first-ring suburb of Minneapolis-Saint Paul, Minnesota. The site is representative of low-maintenance lawns in the area, such as those found in residential neighborhoods or a city park. It is not irrigated and receives one application of fertilizer per year. A two-lane county road carrying primarily commuting traffic (~10,000 vehicles per day) is located on the western edge of the turf-grass field, at a distance of 60 m from the tower. The surrounding landscape is a residential neighborhood consisting of single-family detached houses with a golf course located across the road, to the west of the study site.","Active, core measurements presently being made","Minnesota, United States",KUOM tower,44.9983,-93.1886,304,NA,Cropland/Natural Vegetation Mosaic,NA,NA,NA
US-KUT,NA,NA,15,"The KUOM tower is located on a 1.5 ha turf-grass field in a first-ring suburb of Minneapolis-Saint Paul, Minnesota. The site is representative of low-maintenance lawns in the area, such as those found in residential neighborhoods or a city park. It is not irrigated and receives one application of fertilizer per year. A two-lane county road carrying primarily commuting traffic (~10,000 vehicles per day) is located on the western edge of the turf-grass field, at a distance of 60 m from the tower. The surrounding landscape is a residential neighborhood consisting of single-family detached houses with a golf course located across the road, to the west of the study site.","Active, core measurements presently being made","Minnesota, United States",KUOM Turfgrass Field,44.995,-93.4863,NA,NA,Urban and Built-Up,NA,NA,NA
US-Ldg,NA,NA,1,"Lodgepole Forest is currently Active, core measurements presently being made.  This site began collecting data in 2006 and is located in United States.","Active, core measurements presently being made",United States,Lodgepole Forest,46.95225,-110.88527,2258,ENF,Evergreen Needleleaf Forest,NA,NA,NA
US-LGr,NA,NA,NA,No Description Available,"Active, core measurements presently being made",United States,Lockney Grassland,34.1377,-101.4787,NA,GRA,Grasslands,NA,NA,NA
US-Lin,NA,NA,NA,NA,NA,United States,Lindcove Orange Orchard,36.3566,-119.8423,131,CRO,Croplands,NA,NA,NA
US-Los,FALSE,NA,11,"The Lost Creek flux tower is part of the Chequamegon Ecosystem-Atmosphere Study (ChEAS), a multi-organization research effort studying  biosphere/atmosphere interactions within a northern mixed forest in Northern Wisconsin.  This site is part of the cluster of towers that includes Park Falls to the southwest and  Willow Creek.","Active, core measurements presently being made","Wisconsin, United States",Lost Creek,46.08269882,-89.97920227,480,WET,Permanent Wetlands,10.2,NA,1
US-LPH,NA,NA,4,"The site was cleared for pasture, but not deeply plowed or planted, in the 18th and 19th centuries. Agriculture on the site was abandoned near the end of the 19th century. The forest within 200 to 300 m of the eddy covariance tower to the NW, W, SW, and S burned in an intense fire in 1957, which left few or no surviving trees.","Active, core measurements presently being made","Massachusetts, United States",Little Prospect Hill,42.54186,-72.18496,351,DBF,Deciduous Broadleaf Forest,NA,NA,NA
US-LSM,NA,NA,5,"The climate at Tombstone can be classified as semiarid or steppe, hot, with a dry winter, but is quite close to being an arid or desert climate.  Mean annual temperature at Tombstone is 17.6 degrees C and mean annual precipitation is approximately 330 mm.  The San Pedro Riparian National Conservation Area (NCA) is one of the most remarkable and unique natural biological areas in the United Sates. Healthy grasslands and shrub land flank its narrow, green riparian forests, flanking the San Pedro with their multiple-aged stands of willow and cottonwood. That makes it a diverse biological area and one of the most productive migration pathways in North America.","Active, core measurements presently being made","Arizona, United States",Lewis Springs Mesquite,31.56584,-110.13438,1238,OSH,Open Shrublands,NA,NA,NA
US-LWW,NA,NA,NA,"Grasslands, rangeland, Temperate, continental. Severe drought in 1998.","Inactive, core measurements no longer being made","Oklahoma, United States",Little Washita Watershed,34.9604,-97.9789,365,GRA,Grasslands,NA,NA,NA
US-Man,NA,NA,NA,"Cedar forest, 80-yr-old stand.","Active, core measurements presently being made","Kansas, United States",Manhattan (cedar forest 30 km N),39.46,-96.757,354,WSA,Woody Savannas,NA,NA,NA
US-Me1,FALSE,NA,1,"The logging history of the stand surrounding the Metolius Eyerly Burn site includes only periodical thinning in the early 20th century. After logging activity ended, the stand was allowed to regrow naturally into an intermediate-aged ponderosa pine forest. In early July 2002, the Eyerly Fire was sparked by lightening activity common to mid-summer thunderstorms. After containment, the Eyerly fire was estimated to have scorched a total of nearly 23,134 acres. Within the confines of the Deschutes National Forest, 17,786 acres were burned. The Metolius Eyerly Burn tower was placed within the severely burned region, occupying approximately 12,821 acres of the total fire-effected region. This region is distinguished from other wildfire effected regions by a 100% stand replacement. (Irvine et al. 2007, USDAFS Eyerly Fire BAER Report, 2002)","Inactive, core measurements no longer being made","Oregon, United States",Metolius - Eyerly burn,44.5794,-121.5,896,ENF,Evergreen Needleleaf Forests,10,NA,1
US-Me2,FALSE,NA,1,NA,NA,United States,Metolius-intermediate aged ponderosa pine,44.4523,-121.5574,1253,ENF,Evergreen Needleleaf Forests,32,16,1
US-Me3,NA,NA,1,"The Metolius New Young Pine site is located in the semi-arid region of central Oregon on land managed by the US Forest Service. In 1987, timber at the site was removed, with the remaining surface debris either burned or removed. Following the disturbance activity, the local area was turned into a mensuration plot in order to make long term assessments of forest resources. This led to the eventual location selection for the fifth tower in the Metolius group, a series of sites operated by Oregon State University under the leadership of Beverly Law as part of Terrestrial Ecosystems Research & Regional Analysis (TERRA PNW) project.","Inactive, core measurements no longer being made","Oregon, United States",Metolius-second young aged pine,44.3154,-121.6078,1005,ENF,Evergreen Needleleaf Forests,NA,NA,NA
US-Me4,NA,NA,1,"The Metolius Old Pine site, located in central Oregon, is part of the Terrestrial Ecosystem Research and Regional Analysis Project (TERRA-PNW). The tower is located within the Metolius Research Natural Area designated by the USFS. Extending at least 12 km in all directions, the surrounding forest consists of even-aged stands of old growth trees, young trees, and mixed aged stands. The eddy-flux tower footprint was classified as ~48% mixed age, ~27% old growth, and ~25% young aged stands. Considering that the forest has never been logged, the ~259 year history of fire disturbances is directly linked to the three classes of stand ages. First, the old-growth component has remain unchanged since a 1748 fire that caused a 100% stand replacement. In 1854, a second fire resulted in a 50% stand replacement. Finally, the youngest trees (~54 years) in the region are the result of a 50% replacement fire in 1944. Due to this local stand variation, qualitative descriptions of biological processes at the old pine site are typically divided into mixed-age and old growth components. This botanical partitioning is adhered to throughout the majority of the information provided below. (Law et al. 1999a, Law et al. 2001a)","Inactive, core measurements no longer being made","Oregon, United States",Metolius-old aged ponderosa pine,44.4992,-121.6224,922,ENF,Evergreen Needleleaf Forests,NA,NA,NA
US-Me5,NA,NA,1,"The Metolius First Young Pine site was located in the semi-arid region of central Oregon on private land owned by Ponderosa Land & Cattle Timber Products. Completely clearcut in 1978, the surrounding sparse overstory is dominantly ponderosa pine with a mean height of 4.3 m, recorded in 2001. Following logging activity, the forest was allowed to regenerate naturally without any additional disturbances aside from recent thinning to remove the woody debris left after canopy clear cutting. This tower is part of the Terrestrial Ecosystems Research & Regional Analysis (TERRA PNW) project, that includes a series of sites operated by Oregon State University under the leadership of Beverly Law. (Law et al. 2001b, Williams et al. 2005)","Inactive, core measurements no longer being made","Oregon, United States",Metolius-first young aged pine,44.4372,-121.5668,1188,ENF,Evergreen Needleleaf Forests,NA,NA,NA
US-Me6,FALSE,NA,1,"The study site is located east of the Cascade mountains, near Sisters, Central Oregon and is part of the Metolius cluster sites with different age and disturbance classes within the AmeriFlux network. After a severe fire in 1979, the site was salvage logged, was acguired by the US Forest Service, and re-forested in 1990. The dominant overstory vegetation are 20-year old ponderosa pine trees with an average height of 5.2 +- 1.1m. The season maximum overstory half-sided LAI was 0.6m2 m-2 in 2010. Tree density is low, with ca. 162 trees ha-1. The soil is a freely draining sandy loam, derived from volcanic ash (soil depth > 1m).","Active, core measurements presently being made","Oregon, United States",Metolius Young Pine Burn,44.3233,-121.6078,998,ENF,Evergreen Needleleaf Forests,NA,5.2,1
US-MMS,FALSE,NA,4,"Owned by the Indiana Department of Natural Resources (IDNR), the Morgan Monroe State Forest, the site's namesake, is operated thanks to the long-term agreement between Indiana University and IDNR. The first settlers cleared the surrounding ridges for farming, but were largely unsuccessful. The state of Indiana purchased the land in 1929, creating the Morgan Monroe State Forest. Many of the trees in the tower footprint are 60-80 years old, surviving selective logging that ended over the past 10 years. Today, the forest is a secondary successional broadleaf forest within the maple-beech to oak hickory transition zone of the eastern deciduous forest.","Active, core measurements presently being made","Indiana, United States",Morgan Monroe State Forest,39.3232,-86.4131,275,DBF,Deciduous Broadleaf Forests,NA,NA,1
US-MOz,NA,NA,4,"The site is located in the University of Missouri Baskett Wildlife Research area, situated in the Ozark region of central Missouri.  The site is uniquely located in the ecologically important transitional zone between the central hardwood region and the central grassland region of the US.  The land has been publically owned since the 1930s, and is on a land tract that was forested with the same dominant species before settlement in the early 1800s.","Active, core measurements presently being made","Missouri, United States",Missouri Ozark Site,38.74411,-92.20001,212,DBF,Deciduous Broadleaf Forest,NA,NA,NA
US-Mpj,NA,NA,5,The Pinon Juniper site is located in Deer Canyon Preserve in central New Mexico.  It is situated on an extensive mesa at an elevation of 2100m.  The predominant tree species are Pinus edulis and Juniperus monosperma with an understory composed of the C4 perennial grass Bouteloua gracilis.,"Active, core measurements presently being made",United States,Heritage Land Conservancy Pinyon Juniper Woodland,34.43845,-106.23769,2182,CSH,Closed Shrublands,NA,NA,NA
US-MRf,NA,NA,1,"The Marys River Fir site is part of the ""Synthesis of Remote Sensing and Field Observations to Model and Understand Disturbance and Climate Effects on the Carbon Balance of Oregon and Northern California (ORCA)"". Located in the western region of Oregon, the Marys River site represents the western extent of the climate gradient that spans eastward into the semi-arid basin of central Oregon. The sites that make up the eastern extent of the ORCA climate gradient is the Metolius site network (US-Me1, US-Me2, US-Me3, US-Me4, US-Me5), all of which are part of the TERRA PNW project at Oregon State University.","Active, core measurements presently being made","Oregon, United States",Marys River (Fir) site,44.64649,-123.55148,267,ENF,Evergreen Needleleaf Forest,NA,NA,NA
US-MtB,NA,NA,NA,"Fir/pine second growth subalpine forest, ~12 meters, 2583 above sea level","Active, core measurements presently being made","Arizona, United States",Mt Bigelow,32.41667,-110.72551,2446,WSA,Woody Savannas,NA,NA,NA
US-Myb,FALSE,NA,11,"The Mayberry Wetland site is a 300-acre restored wetland on Sherman Island, north of Mayberry Slough, that is on the property of Mayberry Farms and managed by the California Department of Water Resources and Ducks Unlimited. During Summer 2010, the site was restored from a pepperweed and annual grassland pasture to a wetland through a project managed by Bryan Brock (bpbrock@water.ca.gov). A flux tower equipped to analyze energy, H2O, CO2, and CH4 fluxes was installed on October 14, 2010. At the time of installation, flooding of the site had only recently begun after extensive reconstruction of the wetland bathymetry conducted during the summer. Although some small patches of tules remain within the site, the site is a patchwork of deep and shallow open water with some remaining vegetation. Currently, there is an intention to flood-to-kill the current pepperweed and upland grasses and let the wetland plants propagate naturally, so no additional plant manipulation will occur.","Active, core measurements presently being made","California, United States",Mayberry Wetland,38.0498,-121.7651,-1,WET,Permanent Wetlands,3.3,NA,1
US-NC1,NA,NA,NA,"The North Carolina Clearcut site is located in a pine plantation amongst the mixed forests of the North Carolina lower coastal plain. Owned by the Weyerhaeuser Company, the plantation is managed for the purpose of commercial logging. In 2004, 70 ha of 75 year old native hardwoods was completely removed. Following the clearcut, the stand was bedded and planted with loblolly pine seedling. The only significant natural disturbances during the measurement period was a severe drought that spanned the entire duration of the 2007 growing season. Consequently, the 2007 total amount of precipitation was 486 mm below the 30-year norm. (Noormets et al., 2009, DeForest et al., 2006, PI submitted documentation)","Active, core measurements presently being made","North Carolina, United States",North Carolina Clearcut,35.81147,-76.71147,6,MF,Mixed Forests,NA,NA,NA
US-NC2,NA,NA,1,"The North Carolina Loblolly Pine site is located in a pine plantation amongst the mixed forests of the North Carolina lower coastal plain. During the late 19th and early 20th centuries the region was logged extensively. After a series of clearcuts, the land was transformed for agricultural practices. In 1967 and 1969, 4000 ha was sold to the Weyerhauser company for agriculture, preservation, and commercial logging of loblolly pines in a series of plantations. The fifth rotation stand surrounding the tower was established in 1992. The only significant natural disturbances during the measurement period was a severe drought that spanned the entire duration of the 2007 growing season. Consequently, the 2007 total amount of precipitation was 486 mm below the 30-year norm. In the same year, the plantation was thinned and  fertilized. (Noormets et al., 2009, DeForest et al., 2006, PI submitted documentation)","Active, core measurements presently being made","North Carolina, United States",North Carolina Loblolly Plantation,35.8031,-76.66791,5,ENF,Evergreen Needleleaf Forest,NA,NA,NA
US-NC3,NA,NA,1,No Description Available,"Active, core measurements presently being made",United States,NC_Clearcut#3,35.799,-76.656,NA,ENF,Evergreen Needleleaf Forests,NA,NA,NA
US-NC4,NA,NA,NA,No Description Available,"Inactive, core measurements no longer being made",United States,NC_AlligatorRiver,35.7879,-75.9038,NA,WET,Permanent Wetlands,NA,NA,NA
US-Ne1,FALSE,NA,NA,"The study site is one of three fields (all located within 1.6 km of each other) at the University of Nebraska Agricultural Research and Development Center near Mead, Nebraska. This site is irrigated with a center pivot system. Prior to the initiation of the study, the irrigated site had a 10-yr history of maize-soybean rotation under no-till. A tillage operation (disking) was done just prior to the 2001 planting to homogenize the top 0.1 m of soil, incorporate P and K fertilizers, as well as previously accumulated surface residues. Since the tillage operation, the site has been under no-till management until the harvest of 2005. Following harvest, a conservation-plow tillage operation was initiated where a small amount of N fertilizer is sprayed on the residue immediately prior to the plow operation. Approximately 1/3 of the crop residue is left on the surface. The post-harvest conservation-plow operation continues as the current practice.","Active, core measurements presently being made","Nebraska, United States",Mead - irrigated continuous maize site,41.1651,-96.4766,361,CRO,Croplands,NA,NA,1
US-Ne2,FALSE,NA,NA,"The study site is one of three fields (all located within 1.6 km of each other) at the University of Nebraska Agricultural Research and Development Center near Mead, Nebraska. This site is irrigated with a center pivot system. Prior to the initiation of the study, the irrigated site had a 10-yr history of maize-soybean rotation under no-till. A tillage operation (disking) was done just prior to the 2001 planting to homogenize the top 0.1 m of soil, incorporate P and K fertilizers, as well as previously accumulated surface residues. Since this tillage operation, the site has been under no-till management.","Active, core measurements presently being made","Nebraska, United States",Mead - irrigated maize-soybean rotation site,41.1649,-96.4701,362,CRO,Croplands,NA,NA,1
US-Ne3,FALSE,NA,NA,"The study site is one of three fields (all located within 1.6 km of each other) at the University of Nebraska Agricultural Research and Development Center near Mead, Nebraska. While the other two sites are equipped with irrigation systems, this site relies on rainfall. A tillage operation (disking) was done just prior to the 2001 planting to homogenize the top 0.1 m of soil, incorporate P and K fertilizers, as well as previously accumulated surface residues. Since initiation of the study in 2001, this site has been under no-till management.","Active, core measurements presently being made","Nebraska, United States",Mead - rainfed maize-soybean rotation site,41.1797,-96.4397,363,CRO,Croplands,NA,NA,1
US-NGB,NA,NA,NA,No Description Available,"Active, core measurements presently being made",United States,NGEE Barrow,71.28,-156.6092,NA,NA,Snow and Ice,NA,NA,NA
US-NMj,NA,NA,NA,"The jack pine site is owned by Michigan Technological University.  The stand is managed, and thus thinned and harvested depending on stand age.  This jack pine site is naturally regenerating following a clearcut around 1989.  Heavy snow in December 2001 caused the site to be down during early 2002.","Inactive, core measurements no longer being made","Michigan, United States",Northern Michigan Jack Pine Stand,46.6465,-88.5194,392,MF,Mixed Forests,NA,NA,NA
US-NPn,NA,NA,NA,Subalpine/alpine,"Inactive, core measurements no longer being made","Wyoming, United States",Northern Plains Site,42.31289,-106.55711,2194,GRA,Grasslands,NA,NA,NA
US-NR1,FALSE,NA,1,"The Niwot Ridge site is located in the Roosevelt National Forest in the Rocky Mountains, 25 km west of Boulder, and 8 km east of the Continental Divide. Located atop the glacial Arapahoe Moraine, the site is situated in a convergence of downslope flows from the west, northwest, and north. The surrounding forest underwent extensive logging from 1900-1910. Subsequently, the current stand is undergoing natural secondary regrowth.","Active, core measurements presently being made","Colorado, United States",Niwot Ridge Forest (LTER NWT1),40.03290176,-105.5464,3050,ENF,Evergreen Needleleaf Forests,26,NA,1
US-NR2,NA,NA,1,"The Niwot Ridge site is located in a subalpine, temperate coniferous forest on land owned by the U.S. Forest Service.","Active, core measurements presently being made","Colorado, United States",Niwot Ridge (LTER NWT2),40.0325,-105.54694,3030,ENF,Evergreen Needleleaf Forest,NA,NA,NA
US-NSP,NA,NA,NA,"Restored prairie since fall 2003, annual rotation between corn (C4) - 2002, soybean (C3) - 2003","Active, core measurements presently being made","Iowa, United States",Neal Smith Prairie,41.55788,-93.29619,269,CRO,Croplands,NA,NA,NA
US-Oho,NA,NA,4,"The Ohio Oak Openings site is located within the Oak Openings Preserve Metropark of northwest Ohio, one of the few remaining oak woodlands/savanna/prairie complexes in the Midwest. Declared one of the ""One of America's Last Great Places"" by the Nature Conservancy, the area consists of four main vegetation types: Oak Woodlands, Oak Savanna, Floodplain Forests, and Wet Prairies. The stand surrounding the tower is mainly Oak Woodlands, dominated by red, white, and black oaks, with a relatively abundant population of red maples indicating high soil moisture retention and a history of limited fire disturbances. Most of the area was cleared for agriculture at the time of Euro-American settlements in the mid to late-19th century. A large fraction of the cleared land was later abandoned due to the poor sandy soils. These areas reverted to Oak Savannas and in cases where fire was limited, progressively made the transition to Oak Woodlands. Today, patches of the forest are burned every few years as part of prescribed burning cycle to control stand density. During the first two years of active data collection, 2005 was warmer and dryer than 2004, with a pronounced drought period during the annual period of canopy development. (Noormets et al., 2008, DeForest et al., 2006, Brewer et al., 2004, Level 1 FTP Directory Documentation)","Active, core measurements presently being made","Ohio, United States",Oak Openings,41.5545,-83.8438,230,DBF,Deciduous Broadleaf Forests,NA,NA,NA
US-ORv,FALSE,NA,11,NA,NA,United States,Olentangy River Wetland Research Park,40.0201,-83.0183,221,WET,Permanent Wetlands,10,6,1
US-OWC,NA,NA,NA,No Description Available,"Active, core measurements presently being made",United States,Old Woman Creek,41.3795,-82.5125,NA,WET,Permanent Wetlands,NA,NA,NA
US-PFa,FALSE,NA,NA,"The 447 m tall WLEF-TV television tower is located at the northern edge of the Mississippi River Basin in the Park Falls Ranger District of the Chequamegon National Forest. Geomorphological features in the surrounding terrain are principally the result of glacial activity. More specifically, small elevation changes, on the order of 20 m, create a mixed landscape of wetlands and upland forests. Logging activities include thinning and clear-cuts, and are concentrated in the upland regions. The fraction of forests, within the tower footprint, cut in a given year is small, but a significant fraction of the landscape has experienced some cutting or thinning within the past few decades. The whole region was heavily logged around the beginning of the 20th century, similar to many forests in the north central United States. Park Falls is a member of the Chequamegon Ecosystem-Atmosphere Study, which also includes the Willow Creek, Lost Creek, and Sylvania Wilderness sites. (Berger et al. 2001, Davis et al. 2003, Wang et al. 2005)","Active, core measurements presently being made","Wisconsin, United States",Park Falls/WLEF,45.9459,-90.2723,470,MF,Mixed Forests,NA,NA,1
US-Pon,NA,NA,NA,"The Ponca Winter Wheat site is a 65 ha rainfed wheat field in north central Oklahoma. Planting of winter wheat takes place annually in mid-fall. By late May, most of the wheat reaches maturity, allowing for mid-summer harvest. (Hanan et al., 2005, Gilmanov et al., 2003, Gu et al., 2002, Hanan et al., 2002)","Inactive, core measurements no longer being made","Oklahoma, United States",Ponca City,36.76667,-97.13333,311,GRA,Grasslands,NA,NA,NA
US-Prr,FALSE,NA,1,No Description Available,"Active, core measurements presently being made",United States,Poker Flat Research Range Black Spruce Forest,65.1237,-147.4876,210,ENF,Evergreen Needleleaf Forests,NA,NA,1
US-Ra1,NA,NA,NA,Ungrazed and burned annually,"Active, core measurements presently being made","Kansas, United States",Rannells Ranch (ungrazed),39.139,-96.523,409,GRA,Grasslands,NA,NA,NA
US-Ra2,NA,NA,NA,Grazed and burned annually,"Active, core measurements presently being made","Kansas, United States",Rannells Ranch (grazed),39.1405,-96.52705,402,GRA,Grasslands,NA,NA,NA
US-Rip,NA,NA,1,"Riparian Meadow is currently Active, core measurements presently being made.  This site began collecting data in 2006 and is located in United States.","Active, core measurements presently being made",United States,Riparian Meadow,46.94537,-110.88724,2199,ENF,Evergreen Needleleaf Forest,NA,NA,NA
US-Ro1,NA,NA,NA,"The documented vegetation history of the G21 site begins during pre-settlement of the region. At that time the landscape was an upland dry prairie consisting mainly of C4 and C3 plants. The harvesting of wheat (C3) began in 1879. Shortly before the study began (1998-2001) corn was consistently planted annually. In 2002, agriculture changed to an annual rotation of soybean-corn. Beginning in November of 2003, the Rosemount G21 site is located within a soybean-corn annual rotation field, characteristic of Upper Midwest agriculture. A significant feature of the G21 site is the TDL system used to study isotopic fluxes of carbon in carbon dioxide. These isotopic measurements are integrated with traditional eddy covariance measurements in an effort to improve understanding of not only carbon exchange in agricultural landscapes, but also the spatial and temporal relationships between carbon fluxes and isotopic discrimination of carbon 13. Further information can be found in Griffis et al. (2007).","Active, core measurements presently being made","Minnesota, United States",Rosemount- G21,44.71431,-93.08984,295,CRO,Croplands,NA,NA,NA
