,SiteCode,Exclude,Exclude_reason,CABLE_PFT,CABLE_patchfrac,Source_CABLE_PFT,Description,TowerStatus,Country,Fullname,SiteLatitude,SiteLongitude,SiteElevation,IGBP_vegetation_short,IGBP_vegetation_long,Tier,MeasurementHeight,TowerHeight,CanopyHeight,VegetationDescription,SoilType,Disturbance,CropDescription,Irrigation,Reference
800,US-SO2,NA,NA,5,,,"Unmanaged ecosystems, regenerating after fire, 'Chaparral (Mediterranean-type ecosystems)","Active, core measurements presently being made","California, United States",Sky Oaks- Old Stand,33.37389,-116.62289,1414,CSH,Closed Shrublands,NA,NA,NA,NA,,,,,,
801,US-SO3,NA,NA,5,,,"The Sky Oaks Young site is located near the Sky Oaks Field station, owned and operated by San Diego State University. Chaparral vegetation, associated with a Mediterranean climate, covers nearly half of the rough and rocky terrain. Precipitation is almost exclusively confined to the winter months. During the summer and early fall, hot and dry Santa Ana winds from the northeast bring desert heat to the site. A high intensity natural wildfire occurred in July of 2003. The stand age at the time of the wildfire was 10 years old, following a controlled burn in 1993. (Luo et al., 2007, Sims et al., 2006, Stylinski et al., 2002, Biological Template)","Active, core measurements presently being made","California, United States",Sky Oaks- Young Stand,33.37719,-116.62269,1435,CSH,Closed Shrublands,NA,NA,NA,NA,,,,,,
802,US-SO4,NA,NA,5,,,"The Sky Oaks New site is located near the Sky Oaks Field station, owned and operated by San Diego State University.  Chaparral vegetation, associated with a Mediterranean climate, covers nearly half of the rough and rocky terrain.  Precipitation is almost exclusively confined to the winter months. During the summer and early fall, hot and dry Santa  Ana winds from the northeast bring desert heat to the site. A high intensity natural wildfire occurred in approximately  1905. Physical characteristics prior to the 1905 burn are unknown, including stand age and canopy height. Currently, the  Sky Oaks New site is an excellent representation of an old-growth chaparral ecosystem, with a canopy height of 2.3 m and  chamise-dominated overstory. (Luo et al., 2007, Sims et al., 2006, Biological Template)","Active, core measurements presently being made","California, United States",Sky Oaks,33.38444,-116.64026,1408,CSH,Closed Shrublands,NA,NA,NA,NA,,,,,,
803,US-SP1,FALSE,NA,1,1,IGBP,"65-yr old naturally regenerated slash pine/long leaf pine forest on Austin Cary Management Forest.  The Austin Cary tower is located on university-owned land, and it is anticipated will remain that way for perpetuity.  Lightening strikes during the summer of 2002 fried instrumentation and caused a six-month outage.  Measurements did not resume until January 2003.","Active, core measurements presently being made","Florida, United States",Austin Cary,29.73807,-82.21877,47,ENF,Evergreen Needleleaf Forest,NA,NA,30,22,,,,,,
804,US-SP2,FALSE,NA,1,1,Anna (see ref),"The Mize tract site is a regenerating clearcut slash pine plantation located in north-central Florida. Prior to the  establishment of the current stand, the tract was dominated by a rotation-aged (25 years old) slash pine plantation  managed for pulpwood production. All slash pines were harvested for stems only in 1998 and subsequently replanted at  approximately 1800 trees/ha. Fertilization practices occurred in 2002, when the entire area was treated with 40 kgN/ha  and 25 kgP/ha. The current even-aged overstory of the Mize tract remains solely composed of slash pines with assorted  understory species native to the region. Three major natural disturbances occurred between 2000 and 2005. A severe _�__100- year drought____ began in 2000 and lasted until the summer of 2002. During the winter of 2000-2001, temperatures fell below  0.1 C 32 days, 16 more freeze days than the long-term average. Three tropical storms hit the Gainesville-area flux sites  in August and September 2004. Heavy rain from these storms left the Mize tract inundated in September and October, and  high winds impacted tree canopy leaf area. (Powell et al., 2008, Gholz and Clark 2002, Biological Template)","Active, core measurements presently being made","Florida, United States",Mize,29.7648,-82.24482,46,ENF,Evergreen Needleleaf Forest,NA,NA,7,1,Even aged slash pine (Pinus elliottii) plantation. Planted in Jan. 1999.,,,,,https://ameriflux.lbl.gov/sites/siteinfo/US-SP2#overview
805,US-SP3,FALSE,NA,2,1,IGBP,"Pine plantation managed for pulpwood production by Rayonier, a forest products company.  The land is owned by a private individual but the property is under long-term lease to Rayonier.  The long-term lease expires in 2010, and the disposition of the land at that point is uncertain.  Regenerating pine plantation since 1990","Active, core measurements presently being made","Florida, United States",Donaldson,29.75477,-82.16328,36,EBF,Evergreen Broadleaf Forest,NA,NA,15,10,,,,,,
806,US-SP4,NA,NA,2,1,IGBP,"Only active for one year, the Rayonier tract site was shutdown due to a stand replacing wild fire in 1998. The tower was relocated to the Donaldson tract. The characteristics between the two mid-rotation pine plantations are nearly indistinguishable, enabling the integration of measurements made at both towers. The site information provided below follows the convention that the two sites are nearly identical. (Gholz and Clark, 2002)","Inactive, core measurements no longer being made","Florida, United States",Rayonier,29.80282,-82.20315,47,EBF,Evergreen Broadleaf Forest,NA,NA,NA,NA,,,,,,
807,US-SRC,NA,NA,5,,,Part of the Santa Rita Experimental Range since 1901; Site vegetation has been dominated by Creosote bush since at least 1934,"Active, core measurements presently being made","Arizona, United States",Santa Rita Creosote,31.9083,-110.8395,991,OSH,Open Shrublands,NA,4.25,3.75,1.7,,,,,,"Wolf, S., Keenan, T.F., Fisher, J.B., Baldocchi, D.D., Desai, A.R., Richardson, A.D., Scott, R.L., Law, B.E., Litvak, M.E., Brunsell, N.A., Peters, W., van der Laan-Luijkx, I.T. (2016) Warm spring reduced carbon cycle impact of the 2012 US summer drought, Proceedings of the National Academy of Sciences, 113(21), 5880-5885"
808,US-SRG,FALSE,NA,7,1,Anna (see ref),NA,"Active, core measurements presently being made",United States,Santa Rita Grassland,31.7894,-110.8277,1291,GRA,Grasslands,1,3.25,NA,1,"Semidesert C4 grassland, lies in Pasture 1 on the Santa Rita Experimental Range. This is the companion site for US-SRM, but has much less mesquite encroachment.",,,,,"Baldocchi, D., Penuelas, J. (2018) The Physics And Ecology Of Mining Carbon Dioxide From The Atmosphere By Ecosystems, Global Change Biology, 45(2), 748-757 #-------# Biederman, J. A., Scott, R. L., Bell, T. W., Bowling, D. R., Dore, S., Garatuza-Payan, J., Kolb, T. E., Krishnan, P., Krofcheck, D. J., Litvak, M. E., Maurer, G. E., Meyers, T. P., Oechel, W. C., Papuga, S. A., Ponce-Campos, G. E., Rodriguez, J. C., Smith, W. K., Vargas, R., Watts, C. J., Yepez, E. A., Goulden, M. L. (2017) Co2 Exchange And Evapotranspiration Across Dryland Ecosystems Of Southwestern North America, Global Change Biology, 23(10), 4204-4221 #-------# Biederman, J. A., Scott, R. L., Goulden, M. L., Vargas, R., Litvak, M. E., Kolb, T. E., Yepez, E. A., Oechel, W. C., Blanken, P. D., Bell, T. W., Garatuza-Payan, J., Maurer, G. E., Dore, S., Burns, S. P. (2016) Terrestrial Carbon Balance In A Drier World: The Effects Of Water Availability In Southwestern North America, Global Change Biology, 22(5), 1867-1879 #-------# Novick, K. A., Ficklin, D. L., Stoy, P. C., Williams, C. A., Bohrer, G., Oishi, A., Papuga, S. A., Blanken, P. D., Noormets, A., Sulman, B. N., Scott, R. L., Wang, L., Phillips, R. P. (2016) The Increasing Importance Of Atmospheric Demand For Ecosystem Water And Carbon Fluxes, Nature Climate Change, 6(11), 1023-1027 #-------# Novick, K. A., Konings, A. G., Gentine, P. (2019) Beyond Soil Water Potential: An Expanded View On Isohydricity Including Land–Atmosphere Interactions And Phenology, Plant, Cell &amp; Environment, 42(6), 1802-1815 #-------# Scott, R. L., Biederman, J. A., Hamerlynck, E. P., Barron-Gafford, G. A. (2015) The Carbon Balance Pivot Point Of Southwestern U.S. Semiarid Ecosystems: Insights From The 21st Century Drought, Journal Of Geophysical Research: Biogeosciences, 120(12), 2612-2624 #-------# Scott, R.L., Biederman, J.A., Hamerlynck, E.P., Barron-Gafford, G. (2015) The carbon balance pivot point of southwestern U.S. semiarid ecosystems: Insights from the 21st century drought, Journal of Geophysical Research: Biogeosciences, 120(), 2612-2624 #-------# Scott, R.L., Biederman, J.A., Hamerlynck, E.P., Barron-Gafford, G. (2015) The carbon balance pivot point of southwestern U.S. semiarid ecosystems: Insights from the 21st century drought, Journal of Geophysical Research: Biogeosciences, 120(6), 2612-2624 #-------# Smith, W. K., Biederman, J. A., Scott, R. L., Moore, D. J., He, M., Kimball, J. S., Yan, D., Hudson, A., Barnes, M. L., MacBean, N., Fox, A. M., Litvak, M. E. (2018) Chlorophyll Fluorescence Better Captures Seasonal And Interannual Gross Primary Productivity Dynamics Across Dryland Ecosystems Of Southwestern North America, Geophysical Research Letters, 45(2), 748-757 #-------# Sullivan, R. C., Cook, D. R., Ghate, V. P., Kotamarthi, V. R., Feng, Y. (2019) Improved Spatiotemporal Representativeness And Bias Reduction Of Satellite-Based Evapotranspiration Retrievals Via Use Of In Situ Meteorology And Constrained Canopy Surface Resistance, Journal Of Geophysical Research: Biogeosciences, 124(2), 342-352 #-------# Sullivan, R. C., Kotamarthi, V. R., Feng, Y. (2019) Recovering Evapotranspiration Trends From Biased CMIP5 Simulations And Sensitivity To Changing Climate Over North America, Journal Of Hydrometeorology, 20(8), 1619-1633 #-------# Zhang, Q., Ficklin, D. L., Manzoni, S., Wang, L., Way, D., Phillips, R. P., Novick, K. A. (2019) Response Of Ecosystem Intrinsic Water Use Efficiency And Gross Primary Productivity To Rising Vapor Pressure Deficit, Environmental Research Letters, 14(7), 074023"
809,US-SRM,FALSE,NA,"5,7","0.5,0.5","Anna (see ref, estimated from pictures)",NA,NA,United States,Santa Rita Mesquite,31.82139969,-110.8659973,1120,WSA,Woody Savannas,1,6.4,6.4,2.5,Semidesert grassland encroached by mesquite (Prosopis velutina) trees.,,,,,"Barron-Gafford, G. A., Scott, R. L., Jenerette, G. D., Hamerlynck, E. P., Huxman, T. E. (2013) Landscape And Environmental Controls Over Leaf And Ecosystem Carbon Dioxide Fluxes Under Woody Plant Expansion, Journal Of Ecology, 101(6), 1471-1483 #-------# Barron-Gafford, G.A., Scott, R.L., Jenerette, G.D., Huxman, T.E. (2011) The Relative Controls Of Temperature, Soil Moisture, And Plant Functional Group On Soil CO2 Efflux At Diel, Seasonal, And Annual Scales, Journal Of Geophysical Research, 116(G1), n/a-n/a #-------# Biederman, J. A., Scott, R. L., Bell, T. W., Bowling, D. R., Dore, S., Garatuza-Payan, J., Kolb, T. E., Krishnan, P., Krofcheck, D. J., Litvak, M. E., Maurer, G. E., Meyers, T. P., Oechel, W. C., Papuga, S. A., Ponce-Campos, G. E., Rodriguez, J. C., Smith, W. K., Vargas, R., Watts, C. J., Yepez, E. A., Goulden, M. L. (2017) Co2 Exchange And Evapotranspiration Across Dryland Ecosystems Of Southwestern North America, Global Change Biology, 23(10), 4204-4221 #-------# Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(2), 9275–9287 #-------# Dennis Baldocchi, Cove Sturtevant (2015) Does day and night sampling reduce spurious correlation between canopy photosynthesis and ecosystem respiration?, Agricultural and Forest Meteorology, 207(1), 117-126 #-------# Hamerlynck, E. P., Scott, R. L., Barron-Gafford, G. A., Cavanaugh, M. L., Susan Moran, M., Huxman, T. E. (2012) Cool-Season Whole-Plant Gas Exchange Of Exotic And Native Semiarid Bunchgrasses, Plant Ecology, 213(8), 1229-1239 #-------# Novick, K. A., Ficklin, D. L., Stoy, P. C., Williams, C. A., Bohrer, G., Oishi, A., Papuga, S. A., Blanken, P. D., Noormets, A., Sulman, B. N., Scott, R. L., Wang, L., Phillips, R. P. (2016) The Increasing Importance Of Atmospheric Demand For Ecosystem Water And Carbon Fluxes, Nature Climate Change, 6(11), 1023-1027 #-------# Novick, K. A., Konings, A. G., Gentine, P. (2019) Beyond Soil Water Potential: An Expanded View On Isohydricity Including Land–Atmosphere Interactions And Phenology, Plant, Cell &amp; Environment, 42(6), 1802-1815 #-------# Potts, D. L., Scott, R. L., Bayram, S., Carbonara, J. (2009) Woody Plants Modulate The Temporal Dynamics Of Soil Moisture In A Semi-Arid Mesquite Savanna, Ecohydrology, 3(1), 20-27 #-------# Scott, R. L. (2010) Using Watershed Water Balance To Evaluate The Accuracy Of Eddy Covariance Evaporation Measurements For Three Semiarid Ecosystems, Agricultural And Forest Meteorology, 150(2), 219-225 #-------# Scott, R. L., Cable, W. L., Hultine, K. R. (2008) The Ecohydrologic Significance Of Hydraulic Redistribution In A Semiarid Savanna, Water Resources Research, 44(W02440), n/a-n/a #-------# Scott, R.L., Biederman, J.A., Hamerlynck, E.P., Barron-Gafford, G. (2015) The carbon balance pivot point of southwestern U.S. semiarid ecosystems: Insights from the 21st century drought, Journal of Geophysical Research: Biogeosciences, 120(21), 2612-2624 #-------# Scott, R.L., Jenerette, G.D., Potts, D.L., Huxman, T.E. (2009) Effects Of Seasonal Drought On Net Carbon Dioxide Exchange From A Woody-Plant-Encroached Semiarid Grassland, Journal Of Geophysical Research: Biogeosciences, 114(G4), n/a-n/a #-------# Smith, W. K., Biederman, J. A., Scott, R. L., Moore, D. J., He, M., Kimball, J. S., Yan, D., Hudson, A., Barnes, M. L., MacBean, N., Fox, A. M., Litvak, M. E. (2018) Chlorophyll Fluorescence Better Captures Seasonal And Interannual Gross Primary Productivity Dynamics Across Dryland Ecosystems Of Southwestern North America, Geophysical Research Letters, 45(2), 748-757 #-------# Sullivan, R. C., Cook, D. R., Ghate, V. P., Kotamarthi, V. R., Feng, Y. (2019) Improved Spatiotemporal Representativeness And Bias Reduction Of Satellite-Based Evapotranspiration Retrievals Via Use Of In Situ Meteorology And Constrained Canopy Surface Resistance, Journal Of Geophysical Research: Biogeosciences, 124(2), 342-352 #-------# Sullivan, R. C., Kotamarthi, V. R., Feng, Y. (2019) Recovering Evapotranspiration Trends From Biased CMIP5 Simulations And Sensitivity To Changing Climate Over North America, Journal Of Hydrometeorology, 20(8), 1619-1633 #-------# Wolf, S., Keenan, T.F., Fisher, J.B., Baldocchi, D.D., Desai, A.R., Richardson, A.D., Scott, R.L., Law, B.E., Litvak, M.E., Brunsell, N.A., Peters, W., van der Laan-Luijkx, I.T. (2016) Warm spring reduced carbon cycle impact of the 2012 US summer drought, Proceedings of the National Academy of Sciences, 113(21), 5880-5885 #-------# Zhang, Q., Ficklin, D. L., Manzoni, S., Wang, L., Way, D., Phillips, R. P., Novick, K. A. (2019) Response Of Ecosystem Intrinsic Water Use Efficiency And Gross Primary Productivity To Rising Vapor Pressure Deficit, Environmental Research Letters, 14(7), 074023 #-------# Zhang, Q., Phillips, R. P., Manzoni, S., Scott, R. L., Oishi, A. C., Finzi, A., Daly, E., Vargas, R., Novick, K. A. (2018) Changes In Photosynthesis And Soil Moisture Drive The Seasonal Soil Respiration-Temperature Hysteresis Relationship, Agricultural And Forest Meteorology, 259(1), 184-195 #-------# Zhang, Q., Phillips, R. P., Manzoni, S., Scott, R. L., Oishi, A. C., Finzi, A., Daly, E., Vargas, R., Novick, K. A. (2018) Changes In Photosynthesis And Soil Moisture Drive The Seasonal Soil Respiration-Temperature Hysteresis Relationship, Agricultural And Forest Meteorology, 259(21), 184-195"
810,US-Sta,NA,NA,5,,,NA,"Inactive, core measurements no longer being made",United States,Saratoga,41.3966,-106.8024,2069,OSH,Open Shrublands,NA,NA,NA,NA,,,,,,"Reed, D. E., Ewers, B. E., Pendall, E., Naithani, K. J., Kwon, H., Kelly, R. D. (2018) Biophysical Factors And Canopy Coupling Control Ecosystem Water And Carbon Fluxes Of Semiarid Sagebrush Ecosystems, Rangeland Ecology &amp; Management, (),"
811,US-StJ,NA,NA,11,1,IGBP,NA,"Active, core measurements presently being made",United States,St Jones Reserve,39.0882,-75.4372,1,WET,Permanent Wetlands,NA,NA,NA,NA,,,,,,
812,US-SuM,NA,NA,NA,,,NA,"Inactive, core measurements no longer being made",United States,Maui Sugarcane Middle,20.7981,-156.454,30,CRO,Cropland,NA,NA,NA,NA,,,,,,
813,US-SuS,NA,NA,NA,,,NA,"Inactive, core measurements no longer being made",United States,Maui Sugarcane Lee/Sheltered,20.7847,-156.4039,197,CRO,Cropland,NA,NA,NA,NA,,,,,,
814,US-SuW,NA,NA,NA,,,NA,"Inactive, core measurements no longer being made",United States,Maui Sugarcane Windy,20.8246,-156.4913,31,CRO,Cropland,NA,NA,NA,NA,,,,,,
815,US-Syv,FALSE,NA,"1,4","0.5,0.5",Anna (see ref),"The Sylvania Wilderness Area is a 8500 ha old-growth forest located in the Ottawa National Forest. Stand ages range from 350 to 0 years, dominated by sugar maple and eastern hemlocks. Disturbances such as lightning, fire, and windstorms occur on a turnover rate of approximately 5.4% per decade according to Tree-ring studies by Frelich and Graumlich (1994). One of the last remaining old-growth forests of long-term compositional stability in the upper Midwest, the region has never been logged and the arboreal composition has remained unchanged for the past 3000 years. The Sylvania Wilderness tower is one in a series of sites maintained by the Chequamegon Ecosystem Atmosphere Study (ChEAS), including the Willow Creek, Park Falls, and Lost Creek. (Desai et al. 2005, Tang et al. 2006)","Inactive, core measurements no longer being made","Michigan, United States",Sylvania Wilderness Area,46.24200058,-89.34770203,540,MF,Mixed Forests,1,36,37,27,"The immediate 1_ha around the tower has relatively flat topography (<3% slope), except for a steeper decline (_12%) from the tower to the northeast. A closed canopy of sugar maple is dominant (71% of overstory stems) in the 1_ha surrounding the tower, which also contains hemlock (14%), yellow birch (7%), basswood, and ironwood (8%) in the overstory. However, hemlock is dominant in the 1_km2_surrounding the tower. All upland forest in the entire 1_km2_is old-growth forest except for about 600_m2_to the northeast. Thus, the fluxes measured by the tower are considered representative of old-growth forest given typical flux footprints and wind patterns. There was no evidence of recent disturbance in the area.",,,,,"Barr, A., Richardson, A., Hollinger, D., Papale, D., Arain, M., Black, T., Bohrer, G., Dragoni, D., Fischer, M., Gu, L., Law, B., Margolis, H., McCaughey, J., Munger, J., Oechel, W., Schaeffer, K. (2013) Use Of Change-Point Detection For Friction–Velocity Threshold Evaluation In Eddy-Covariance Studies, Agricultural And Forest Meteorology, 171-172(7), 31-45 #-------# Besnard, S., Carvalhais, N., Arain, M. A., Black, A., de Bruin, S., Buchmann, N., Cescatti, A., Chen, J., Clevers, J. G., Desai, A. R., Gough, C. M., Havrankova, K., Herold, M., Hörtnagl, L., Jung, M., Knohl, A., Kruijt, B., Krupkova, L., Law, B. E., Lindroth, A., Noormets, A., Roupsard, O., Steinbrecher, R., Varlagin, A., Vincke, C., Reichstein, M. (2018) Quantifying The Effect Of Forest Age In Annual Net Forest Carbon Balance, Environmental Research Letters, 13(12), 124018 #-------# Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(7), 9275–9287 #-------# Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(G2), 9275–9287 #-------# Desai, A. R., Bolstad, P. V., Cook, B. D., Davis, K. J., Carey, E. V. (2005) Comparing Net Ecosystem Exchange Of Carbon Dioxide Between An Old-Growth And Mature Forest In The Upper Midwest, Usa, Agricultural And Forest Meteorology, 128(1-2), 33-55 #-------# Desai, A. R., Noormets, A., Bolstad, P. V., Chen, J., Cook, B. D., Davis, K. J., Euskirchen, E. S., Gough, C., Martin, J. G., Ricciuto, D. M., Schmid, H. P., Tang, J., Wang, W. (2008) Influence Of Vegetation And Seasonal Forcing On Carbon Dioxide Fluxes Across The Upper Midwest, Usa: Implications For Regional Scaling, Agricultural And Forest Meteorology, 148(2), 288-308 #-------# Desai, A.R. (2010) Climatic And Phenological Controls On Coherent Regional Interannual Variability Of Carbon Dioxide Flux In A Heterogeneous Landscape, Journal Of Geophysical Research, 115(G00J02), n/a-n/a #-------# Matheny, A. M., Bohrer, G., Stoy, P. C., Baker, I. T., Black, A. T., Desai, A. R., Dietze, M. C., Gough, C. M., Ivanov, V. Y., Jassal, R. S., Novick, K. A., Schäfer, K. V., Verbeeck, H. (2014) Characterizing The Diurnal Patterns of Errors in The Prediction of Evapotranspiration by Several Land-Surface Models: An Nacp Analysis, Journal Of Geophysical Research: Biogeosciences, 119(7), 1458-1473 #-------# Novick, K. A., Ficklin, D. L., Stoy, P. C., Williams, C. A., Bohrer, G., Oishi, A., Papuga, S. A., Blanken, P. D., Noormets, A., Sulman, B. N., Scott, R. L., Wang, L., Phillips, R. P. (2016) The Increasing Importance Of Atmospheric Demand For Ecosystem Water And Carbon Fluxes, Nature Climate Change, 6(11), 1023-1027 #-------# Sullivan, R. C., Cook, D. R., Ghate, V. P., Kotamarthi, V. R., Feng, Y. (2019) Improved Spatiotemporal Representativeness And Bias Reduction Of Satellite-Based Evapotranspiration Retrievals Via Use Of In Situ Meteorology And Constrained Canopy Surface Resistance, Journal Of Geophysical Research: Biogeosciences, 124(2), 342-352 #-------# Sullivan, R. C., Kotamarthi, V. R., Feng, Y. (2019) Recovering Evapotranspiration Trends From Biased CMIP5 Simulations And Sensitivity To Changing Climate Over North America, Journal Of Hydrometeorology, 20(8), 1619-1633 #-------# Tang, J., Bolstad, P. V., Desai, A. R., Martin, J. G., Cook, B. D., Davis, K. J., Carey, E. V. (2008) Ecosystem Respiration And Its Components In An Old-Growth Forest In The Great Lakes Region Of The United States, Agricultural And Forest Meteorology, 148(2), 171-185 #-------# Tang, J., Bolstad, P. V., Ewers, B. E., Desai, A. R., Davis, K. J., Carey, E. V. (2006) Sap Flux-Upscaled Canopy Transpiration, Stomatal Conductance, And Water Use Efficiency In An Old Growth Forest In The Great Lakes Region Of The United States, Journal Of Geophysical Research: Biogeosciences, 111(G2), n/a-n/a #-------# Zhang, Q., Ficklin, D. L., Manzoni, S., Wang, L., Way, D., Phillips, R. P., Novick, K. A. (2019) Response Of Ecosystem Intrinsic Water Use Efficiency And Gross Primary Productivity To Rising Vapor Pressure Deficit, Environmental Research Letters, 14(7), 074023"
